id;url;PCO;AAE;corrupt from;noisy;offset;non-english;vocalizations;repeated words/lines;multiple singers;split words;missing words
bac3800744fd47e9bbdc4c3e252d34b2;crjGHQL23nM;0.0216;12.0205;10000000000.0;False;0;True;False;False;False;False;False
cbefaea9fd1a48b9bbcb18f706184b88;a70yJwgQtzo;0.0000;0.6058;10000000000.0;False;-0.57;False;False;False;False;False;False
7c374001fac847a582c88f486a0bc1cd;hTWKbfoikeg;0.0870;0.9213;10000000000.0;False;0.5;False;False;False;False;False;False
3e4a4b15d7d648e1a9fa74b6a13f1d56;HTzGMEfbnAw;0.1972;0.4109;10000000000.0;False;-0.4;False;False;False;False;False;False
24bb5550a6c045dcacee81d67f6b73b0;8N2k-gv6xNE;0.0318;0.6956;10000000000.0;False;-0.4;False;False;False;False;False;False
e318fa04acf94ae2a1985b766bd67641;vD-YPGTwnJI;0.2951;0.6799;10000000000.0;False;-1.1, ?;False;False;False;False;False;False
d4294fe9b2314106a62a2a3635efbe45;gpyRI1j9t6c;0.0952;0.5769;10000000000.0;False;0.47;False;False;False;False;False;False
418466c83b25444ca7715734a45939cd;8q2WS6ahCnY;0.0576;0.4825;10000000000.0;False;-0.45;False;False;False;False;False;False
9ab28ef82e8b4874b432e545f9e64b2c;TGwZ7MNtBFU;0.0050;1.0715;10000000000.0;False;1;False;False;False;False;False;False
2e9ce195467e4041b9bb19aa37e9b79a;CvBfHwUxHIk;0.0217;0.6455;10000000000.0;False;0.58;False;False;False;False;False;False
6571ec1caffa49f1b7046e8a637563df;zkGfPrst29Y;0.0650;0.9217;10000000000.0;False;-0.5;False;False;False;False;False;False
6f0c29c6e4944d2e93044ad1e835c8a8;P25hBk8LmUM;0.2772;1.0900;10000000000.0;False;-0.6, 2.3;False;False;False;False;False;False
f342990d4cfe4bbfb52eccfc5e91d8d3;8WEtxJ4-sh4;0.1182;0.5177;10000000000.0;False;0.38;False;False;False;False;False;False
ffef85420e914f96bad1420f75a9b105;DcHKOC64KnE;0.0375;0.8097;10000000000.0;False;0.7;False;False;False;False;False;False
20f4825270af4891962a0cd175f32327;LrjHz5hrupA;0.0000;4.5754;10000000000.0;False;1.3, 7.4;False;False;False;False;False;False
3378d2783f464fa49e5aca2b34f6f789;NHozn0YXAeE;0.0565;0.5772;10000000000.0;False;-0.5;False;False;False;False;False;False
080d7db5c3e84227bafc1773f545e18b;l6-JST83NM4;0.0093;29.9488;0;False;0;False;False;False;False;False;False
18c6f86a3ee94d25a5bd375681083878;AM_3uOU-prs;0.0182;9.3358;0;False;0;False;False;False;False;False;False
0739ac95db2a4ea38e59825f03d3df7f;1vrEljMfXYo;0.0578;0.5067;10000000000.0;False;0.65, 0.4;False;False;False;False;False;False
c4d8ef08aa9d465e99ebe72b176ddad5;0mQJTMKOgKc;0.1478;1.3823;10000000000.0;False;-2.6, 1.6;False;False;False;False;False;False
8e4e6469c1bc43a88b5e546cafc18dbd;PXatLOWjr-k;0.0000;8.4513;10000000000.0;False;-8.48;False;False;False;False;False;False
8b8cf4e6daad47099e96e9e73075bc73;1uYWYWPc9HU;0.0000;1.6144;10000000000.0;False;1.07;False;False;False;False;False;False
b0f0b802bc3e482fbbfa35b388f2ad1b;l-EdCNjumvI;0.0311;1.6191;10000000000.0;False;-0.8;False;False;False;False;False;False
267de365cc3a4fd9ab69794dd1451bee;ZQ2nCGawrSY;0.0041;0.5823;10000000000.0;False;0.56;False;False;False;False;False;False
60851537ac6b4815873d09194e4aaac0;teoGKjmIKnQ;0.1429;16.4267;0;False;0;False;False;False;False;False;False
058d1893d89b4d9cb866946a05ca4d2b;FypNu5UEWVA;0.0000;9.6585;0;False;0;False;False;False;False;False;False
cbd84bc03c28484abca09bcd48868b03;oIFLtNYI3Ls;0.0110;2.8587;10000000000.0;False;0.85;False;False;False;False;False;False
16ae41adfb1e42edbae9c2b769efcedf;8BImIx2-Gvo;0.0329;8.6414;0;False;0;False;False;False;False;False;False
24f2ecc715ee43878df329184190ba3b;IpT-FW_G8-A;0.0247;0.6217;10000000000.0;False;-0.6;False;False;False;False;False;False
990ef9c076b14f74a63ef4912d65d008;6AvUgu4MhrY;0.0000;27.3941;0;False;0;False;False;False;False;False;False
8d01530a7c334e6dbbb708317e696f9c;XMaw837aBTA;0.0032;71.7825;0;False;0;False;False;False;False;False;False
c1ac350e2fcf4ae0ba0b4cbae9905e2c;SeEq2tlD6WY;0.1063;0.4978;10000000000.0;False;-0.4;False;False;False;False;False;False
777f663b3ef649e3bf7925935f08b77c;6EEW-9NDM5k;0.0510;0.5247;10000000000.0;True;0;False;False;False;False;False;False
aa68bd15ffff43ea9b81d9423ffd3066;0C3zgYW_FAM;0.0163;0.4926;10000000000.0;False;0.48;False;False;False;False;False;False
27a91cf475ac47a5abd6c296e07b9ace;37zAeB_x2EM;0.0034;0.9255;10000000000.0;False;0.78;False;False;False;False;False;False
e6c5d4fbde914d6a97b81dcde2ce5b92;76ley2v2s9w;0.0000;10.9816;0;False;0;False;False;False;False;False;False
892876b7ef924a9baac482caa00c674e;SaeLKhRnkhQ;0.1436;0.4209;10000000000.0;False;-0.4;False;False;False;False;False;False
badd3bfdf44945d8bce55943769042ea;3_0y3V6SFz4;0.2401;1.7021;210;False;-1.2, 1.8;False;False;False;False;False;False
361a62af55104e368d364fa090d86a13;VkCg-3nxT8E;0.0076;0.5636;10000000000.0;False;-0.59;False;False;False;False;False;False
fff64f1669c34253928802a9ed246d2f;Q4SLCG6smiM;0.0029;14.2596;179;False;14.3, 16;False;False;False;False;False;False
7478e71ea20e41c79dca63a2042362f5;76ley2v2s9w;0.0000;10.9816;0;False;0;False;False;False;False;False;False
eccf6ed3637e4b9ab451275a7af10928;B1zCN0YhW1s;0.0000;0.9488;10000000000.0;False;0.9;False;False;False;False;False;False
9d8781497eb9488a8eb9936cf1bc7f7d;H-ru2glqXAg;0.0189;0.7121;10000000000.0;False;-0.7;False;False;False;False;False;False
76b3189ad2364279928176992c1702db;kZZmhbZJwng;0.1410;5.7338;0;False;0;False;False;False;False;False;False
24ac72b695b1454bb0412157132fb1ba;X2LTL8KgKv8;0.1132;0.4778;10000000000.0;False;-0.4;False;False;False;False;False;False
b921ccaf04014e388ce64e8145e069c9;RNOTF-znQyw;0.0000;0.8703;10000000000.0;False;0.7, 1.1;False;False;False;False;False;False
e3f6ea62412142db88501f06d5d22bfa;7p5PK3dmVQE;0.0000;0.7279;10000000000.0;False;0.5, 0.9;False;False;False;False;False;False
018f045bb1784602976a289705832d60;N4FoC-K534o;0.0423;2.9437;0;False;0;False;False;False;False;False;False
599ff88bb3cd492b9490942f486f0147;LOHBDJyV7Oo;0.0541;2.6734;0;False;0;False;False;False;False;False;False
939726a0aa8f4a10ad03c9e12c895b38;zoo9Vu1a9bU;0.0502;1.0752;10000000000.0;False;1.38, 0.7;False;True;False;False;False;False
3acfa7a1f0ea48088653a5ade183c6ab;byEGjLU2egA;0.0609;0.5965;10000000000.0;False;-0.5;False;False;False;False;False;False
3f2c5ea48ac64724a6d372439b54fd72;ac3HkriqdGQ;0.1160;0.4278;10000000000.0;False;-0.45;False;False;False;False;False;False
c368b4dcbad14fc3a6e2519a813f246d;wVyggTKDcOE;0.0000;0.8777;10000000000.0;False;-0.85;False;False;False;False;False;False
130ced8af6234fa5bd215de8665722b5;1twGKD-gkZw;0.0000;32.9362;0;False;0;False;False;False;False;False;False
42268b583202471681d7ecc7f72aa89c;WtS7PTKuuZc;0.0104;1.2371;10000000000.0;False;0.67;False;False;False;False;False;False
304488f4ccde488c9c454cb10a1a84c5;JIlg0yM0XKg;0.0858;0.5759;10000000000.0;False;0.5;False;False;False;False;False;False
e46b776ac93d42a69b210a8a9596ec9d;ymPu2PdLW3I;0.1280;0.7290;10000000000.0;False;-0.4;False;False;False;False;False;False
50dff9f9ec1a48a094a6dfcb4ce7ffc1;RUmdWdEgHgk;0.0044;1.3060;10000000000.0;False;0.7;False;True;False;False;False;False
6ff7cce17b5543b2b0c7af015ed24108;qJS3xnD7Mus;0.0220;0.6594;10000000000.0;False;-0.5;False;False;False;False;False;False
35e6844e42414269b09777b5cc8d8f96;mgaeGW-2z6w;0.0895;0.5211;10000000000.0;False;-0.5;False;False;False;False;False;False
6cda64d54c204b73bc571543ccc7a690;SNPb3pt4gnM;0.1882;0.4320;10000000000.0;False;0.37;False;False;False;False;False;False
e7056e220ccf49e385f357fcce7dbec4;Azx6F2fYPa0;0.0000;0.7131;10000000000.0;False;0.7;False;False;False;False;False;False
2998b41ef5d54f039def0b0b9b910f5c;rB7ONnfIjaI;0.0000;0.8599;10000000000.0;False;0.85;False;False;False;False;False;False
a82fe706ea27478d9d572553b7393860;yKNxeF4KMsY;0.0000;1.2272;10000000000.0;False;1.2;False;False;False;False;False;False
bce19fb042f140a1af25ba91ddb035b9;H_CCBLt_9rM;0.0513;44.8170;72;False;0;False;False;False;False;False;False
d039c20a8a1146ca813fcf8ea5a09490;rvp7PgWGQzA;0.0766;48.2574;87;False;0;False;False;False;False;False;False
d840c9c32da749d78b52f6f019b44ece;VRU2qs82DAg;0.0045;1.1762;10000000000.0;False;0.9;False;False;False;False;False;False
01ca76c8c8444a48ae787402f21ea114;l9ml3nyww80;0.0479;1.3441;10000000000.0;False;-1.14;False;False;False;False;False;False
426165e5feea4890bf6c731552468207;dXdUS1ObaCc;0.0291;12.3976;0;False;0;False;False;False;False;False;False
8bbe9c03e3c34b20a276fd7d3bec411e;VlMEGBsw6j8;0.0031;0.8350;10000000000.0;False;0.8;False;False;False;False;False;False
e3e6b4b35939469e9a8637c8984b80c1;edHnmuaLLDM;0.0094;21.2667;0;False;0;False;False;False;False;False;False
decf3fc10a7a4697acf4294cc1b25560;GsVcUzP_O_8;0.0000;1.0064;10000000000.0;False;-1;False;False;False;False;False;False
905f39ad15a247509d650392739defd8;Ixrje2rXLMA;0.0000;25.4685;0;False;0;False;False;False;False;False;False
b557e857be194388931ec6bd9851cb7f;1V4FLUOlMks;0.0153;7.5797;0;False;0;False;False;False;False;False;False
fcc34b82c7dc41b689c786a6782378b2;0n3cUPTKnl0;0.1441;1.0096;10000000000.0;False;0.4;False;False;False;False;False;False
b9a28a6d8cdb433098f5977426e53c3d;0yW7w8F2TVA;0.0115;11.8915;0;False;0;False;False;False;False;False;False
a2e48a84d9b54dca962805cf8aa165a2;PmccuamuSGc;0.0000;89.2209;150.30;False;0;False;False;False;False;False;False
e504cf3696764731808338edd7520131;5d7EbtLb8ok;0.0000;0.7212;10000000000.0;False;0.7;False;False;False;False;False;False
2cb872f25df64e72af2f1ac4f0fc1a2c;RNOTF-znQyw;0.0000;0.8703;10000000000.0;False;0.7, 1.1;False;False;False;False;False;False
c1fc50c90f514b6aa6ab7cbf57e179b9;v0CYB5V9e64;0.0948;0.4537;10000000000.0;False;-0.47;False;False;False;False;False;False
3aa8f2f5c6b047c898a918868665d7a2;GlZxZ2n2zpw;0.1756;0.3835;10000000000.0;False;-0.4;False;False;False;False;False;False
bb0a9b0ee78640fd8843d73cb236eb6e;hRpsA-UvJDg;0.0000;173.6915;0;False;0;False;False;False;False;False;False
7b65fd0fc57f44078d08a3790747ebd4;I5c2jBgCWxg;0.0000;23.5245;0;False;0;False;False;False;False;False;False
24200f75586340dc98d333a3e8659644;MbtajuiuLMU;0.0446;0.4467;10000000000.0;False;0.46;False;False;False;False;False;False
e021de36f8f74bee8d4a5cb3d835502e;RZZSOJonEMI;0.0141;14.2632;0;False;0;False;False;False;False;False;False
2f44e0b34cb04497b742feac36e2e438;o-0lAhnoDlU;0.0742;0.9474;10000000000.0;False;-0.4;False;False;False;False;False;False
e83330176ae047648dae45689bef2de3;DaBWlBknNgs;0.0851;0.6704;10000000000.0;False;-0.47;False;False;False;False;False;False
47895f2dad0f4075b79171a014b706b3;e0EaygJdxyc;0.0563;2.8113;0;False;0;False;False;False;False;False;False
826233ce756a49ad802e0ebd11e14634;O1-4u9W-bns;0.0000;1.2354;10000000000.0;False;1.25;False;False;False;False;False;False
10fee42189544e8cb7fbebd6eaa27ffc;RgpWp-QKISo;0.0057;11.2103;0;False;0;False;False;False;False;False;False
35a376573fa945f7b8939e240598b171;C-u5WLJ9Yk4;0.0272;0.4843;10000000000.0;False;0.47;False;False;False;False;False;False
b50a0c2a571f47c4a58eb9392d67efb3;1HnOFwqpLRQ;0.0086;0.7066;10000000000.0;False;0.6;False;False;False;False;False;False
09e084032ab94b5f9bb502aaf30cde09;AB4Kh9VkSb4;0.2115;0.9249;10000000000.0;False;-0.37;False;False;False;False;False;False
698e336bb6224870b6c2eff616f7e8c9;wADRRYNHhOA;0.1141;1.6389;10000000000.0;False;-0.3, -3.1;False;False;False;False;False;False
ead703f650a045bfa15233c4e9d34b56;ijAYN9zVnwg;0.0047;0.9283;10000000000.0;False;-0.8, -1.1;False;False;False;False;False;False
42c625f1ff2945318af82de3bda53fc9;EfK-WX2pa8c;0.0068;1.1350;10000000000.0;False;-0.8, -1.5;False;False;False;False;False;False
2b334e10e348400888073833fec23971;7Kxx-s4X3CA;0.1111;14.1086;0;False;0;False;False;False;False;False;False
e316a7f6057b4465ab85731c124fe5eb;0DMrKkGnP6Y;0.0231;25.1623;0;False;0;False;False;False;False;False;False
e228fea597004d308346d903104121bf;1wYNFfgrXTI;0.0027;1.1084;10000000000.0;False;0.48;False;False;False;False;False;False
7f26e2cc942147569627847d6c4bf357;a-Lp2uC_1lg;0.1135;0.4778;10000000000.0;False;-0.47;False;False;False;False;False;False
7c217e727ae14ae3b25dffc786470fcd;L6-uJLteKek;0.0042;1.2276;10000000000.0;False;-1.1;False;False;False;False;False;False
ecc992711d8641e9b20bc7d5b432c427;bQRzrnH6_HY;0.0561;5.0547;0;False;0;False;False;False;False;False;False
98fb42246b19475ba8b4d21c81f65af0;bE3tErR06N4;0.0435;6.3498;223;False;0.4;False;False;False;False;False;False
d7d07317d1a546da8de8eb6a97520240;Lfph3043yZU;0.0106;0.7696;10000000000.0;False;-0.75;False;False;False;False;False;False
2c16608fa4034d23af04c0a881d109b7;2opaVONSaHQ;0.1282;6.0407;0;False;0;False;False;False;False;False;False
51fb79b4c68e408c818be0298cf57854;E1i34e0sDt8;0.0159;1.4848;10000000000.0;False;-1.4, -1.5;False;False;False;False;False;False
1433c4d6e556458da2938249849c3c12;sdVLfcom5qM;0.0610;5.8341;0;False;0;False;False;False;False;False;False
b4ca87687af245a9a1012b1bc06f943d;Zzyfcys1aLM;0.0030;0.6786;10000000000.0;False;-0.8, -0.5;False;False;False;False;False;False
1760d2553acc4a488e3ef241e7290d65;OAfxs0IDeMs;0.1836;0.3933;10000000000.0;False;-0.4;False;False;False;False;False;False
6842ffaa54c54d9e98afdab77a2055e9;Co6OHe4KaEc;0.0141;5.9079;0;False;0;False;False;False;False;False;False
7d5d6a35eff049bfa1e158d956b06bfb;2-eclUz-RYI;0.0000;12.0334;0;False;0;False;False;False;False;False;False
bad9c59bca32429ca7c058447042452a;WY_xwK87uO4;0.0047;22.6125;0;False;0;False;False;False;False;False;False
3d860b23bdf44e0e9b8954677fefbdfd;w3Eaw-86tpw;0.2524;0.3576;10000000000.0;False;0.37;False;False;False;False;False;False
3c1fac6f2f90429fbde9d084e9e51902;GGHnYD2y-44;0.0488;0.6499;10000000000.0;False;0.58;False;False;False;False;False;False
079d2b6002584742947822f02d88782b;BPNmc71b7iE;0.1529;6.0622;10000000000.0;True;0;False;False;False;False;True;False
3b113d03fdbf471b904b83eec921a60c;yG07WSu7Q9w;0.0000;2.4392;10000000000.0;False;2.44;False;False;False;False;False;False
851526c884fe45d0af1652e5ae85babb;diYAc7gB-0A;0.0801;0.4914;10000000000.0;False;0.4;False;False;False;False;False;False
45baae4cd48c46af9fd8bcc99deaf001;a4FaSx5ZSwE;0.1497;1.0912;10000000000.0;False;1.7, -2.5;False;False;False;False;False;False
3d5d3323f5a741eea997481fdf22eb01;mlfWy4bEjgo;0.2815;3.7034;118.5;False;-4.77;False;True;False;False;False;False
4ad0d5887fe242bb800d946f11d8988b;U9jINg6Upkw;0.0094;12.3338;0;False;0;False;False;False;False;False;False
317c6dd57cb446fe9461cd84e1187f12;yxmstD3R-bM;0.2417;1.7652;10000000000.0;False;0;True;False;False;False;False;False
78af83cf3f4d4ee1952a1eb961255dee;o67xW7wusq4;0.0466;7.2334;0;False;0;False;False;False;False;False;False
1db0e4e049d543588a176d8ce2750d30;XPpTgCho5ZA;0.0151;0.4633;10000000000.0;False;0.4;False;False;False;False;False;False
1667f7619d9d46fd934d3dc09bb08069;HO8J2cz7KHg;0.0000;12.8614;0;False;0;False;False;False;False;False;False
0e20f7ad493e45bf9c98477388413837;PIb6AZdTr-A;0.0227;0.8270;10000000000.0;False;0.5;False;False;False;False;False;False
561fa47384ba467f84d6d9bf8af84c50;Oe4Ic7fHWf8;0.0116;0.7092;10000000000.0;False;0.67;False;False;False;False;False;False
5f173b85cdb14de0b21b68a5fe7b129b;t5Sd5c4o9UM;0.0024;0.9938;10000000000.0;False;-1;False;False;False;False;False;False
4da8e85c245c42d9a3803c1f22e12f26;JRfuAukYTKg;0.0195;10.1353;10000000000.0;False;0;True;False;False;False;False;False
2269611d7ea445849d604a7303ebdb08;kZZmhbZJwng;0.1410;5.7338;10000000000.0;False;0;True;False;False;False;False;False
ab34e2cfe069444b83b6be02818e6e73;EkHTsc9PU2A;0.0079;0.8716;10000000000.0;False;0.78;False;False;False;False;False;False
343cf2e82c934d7093a71c0c1310eced;agrXgrAgQ0U;0.0027;0.6655;10000000000.0;False;0.57;False;False;False;False;False;False
5c0a326a0a7940f8b88bb92767ba86cb;ZJL4UGSbeFg;0.1025;0.5828;10000000000.0;False;-0.58;False;False;False;False;False;False
55dcff00691042a98c0bb1893231009d;sPYsMM1FvXs;0.0000;1.2490;10000000000.0;False;-0.6, -1.7;False;False;False;False;False;False
3a0af778dd0a47a997779effc6399ea1;QYHxGBH6o4M;0.0038;0.5736;10000000000.0;False;0.5;False;False;False;False;False;False
311e535619494803b1a2093b9722d0d1;MSGiM5e-LAw;0.0000;48.6022;0;False;0;False;False;False;False;False;False
95b5f00482534fae834198a21e228d35;WHxF38jvOMQ;0.2691;25.7920;164;False;0.3, 0.5;False;False;False;False;False;False
2c38100be2cb4b5f99a123d622157b4c;pkcJEvMcnEg;0.1582;0.3798;10000000000.0;False;-0.4;False;False;False;False;False;False
8d145c17711c4350b463fddb55f509fd;opU1urLhw50;0.1429;0.7368;10000000000.0;False;-0.48;False;False;False;False;False;False
6262646565cd4cd5a8698fa2f68cb1da;MeW0Sl0tNS8;0.0000;0.7694;10000000000.0;False;0.74;False;False;False;False;False;False
8ada65cb2b1d4a3ab6426822626fd8c3;hSyYps8xJfs;0.0188;12.6349;0;False;0;False;False;False;False;False;False
2b15b78af6ea49428f97371ef760be06;ek2PDE1cAyY;0.0282;0.4466;10000000000.0;False;-0.44;False;False;False;False;False;False
e6a7cfeb336b4afc83471eab2caeef2b;ybYgP48X2DY;0.0439;1.0560;10000000000.0;False;0.6;False;False;False;False;False;False
10b2677abd6d4e879ac70d0d698d7b54;G9BIX9akkh4;0.0065;6.3667;0;False;0;False;False;False;False;False;False
bb590165c7f547708593566404072b93;Nters8yCsOg;0.0440;0.4086;10000000000.0;False;0.4;False;False;False;False;False;False
2626a6da6ab04aec8110a53c1d5f6065;nc0Mv4Iyxvc;0.0382;0.5809;10000000000.0;False;-0.56;False;False;False;False;False;False
58ffc82aa952454290eac1be05bd8a5f;CM3jcGsS0Po;0.1294;0.3495;10000000000.0;False;-0.36;False;False;False;False;False;False
b30f620655a8411ca6f476f9b45cbcce;G6jyPcaY5To;0.2845;0.5454;10000000000.0;False;0.9, -0.7;False;False;False;False;False;False
73acb9b4bbcc4107a1a774890d128275;Gl9ikroWXSs;0.0516;4.0766;0;False;0;False;False;False;False;False;False
f5087b01521b4a64a2253400cfc76af2;bBPtP4t2J1k;0.0331;0.4502;10000000000.0;False;-0.45;False;False;False;False;False;False
fb38c36793654dbaa6107b91b7f88e6e;zsCD5XCu6CM;0.0143;0.5627;10000000000.0;False;0.6;False;False;False;False;False;False
d9fd184aef554bfa8c4deadb28ad46b9;UrIiLvg58SY;0.0260;70.0583;251;False;-0.57;False;False;False;False;False;False
00f12f0436854abea015463aa25b6df6;3Xh5i2FxAN4;0.0047;6.0266;0;False;0;False;False;False;False;False;False
4c9777bcb0d44caaae43165624fac08a;DXAidGQUuns;0.0000;0.6850;10000000000.0;False;-0.66;False;False;False;False;False;False
65706aea19ae4a4e9bbd3707ada8ffc3;cJRP3LRcUFg;0.0000;2.8522;10000000000.0;False;-2.75;False;False;False;False;False;False
1d317475b5234d87bf9e8a2816269eb0;BJk6gZuPKRE;0.0096;0.6457;10000000000.0;False;0.5;False;False;False;False;False;False
38b9506594a64cab87c786d6f83a4fa3;o2ltvJBy1cw;0.0000;101.6636;0;False;0;False;False;False;False;False;False
7e4b34caf56e4fa8b86a2a52fbb2d1ca;XeWxFDlufNo;0.0212;68.9673;0;False;0;False;False;False;False;False;False
1bd1284e286a426eaa6266b423e093dd;NgbBy9hmZjA;0.0938;4.1797;0;False;0;False;False;False;False;False;False
e3b6e015b78d425a9f7beaff23bcb69f;fHEgzRtKC5o;0.0188;8.6719;0;False;0;False;False;False;False;False;False
34baf0e6190147b8bc27cebc928ae663;KRzMtlZjXpU;0.0164;0.6259;10000000000.0;False;0.44;False;False;False;False;False;False
ee862840143f4c11afa8656f83615f88;K1uNjmxJQUo;0.0293;0.5497;10000000000.0;False;-0.53;False;False;False;False;False;False
3e9ce1a830a14fb38c73dc35fb079d7b;DL7-CKirWZE;0.0319;0.6240;10000000000.0;False;-0.55;False;False;False;False;False;False
22c4a290d25f49acab0e32353e83ab4b;toYfeN0ACDw;0.0000;8.4677;0;False;0;False;False;False;False;False;False
